Concept Id,CPT Code,Clinician Descriptor Id,Clinician Descriptor
1030916,34707,10030368,"Endovascular repair of nonruptured aneurysm of iliac artery using ilio-iliac endograft, with radiological supervision and interpretation"
1030916,34707,10030369,"Endovascular repair of nonruptured dissection of iliac artery using ilio-iliac endograft, with radiological supervision and interpretation"
1030916,34707,10030370,"Endovascular repair of nonruptured iliac artery using ilio-iliac endograft, with radiological supervision and interpretation"
1030916,34707,10030371,"Endovascular repair of nonruptured penetrating ulcer of iliac artery using ilio-iliac endograft, with radiological supervision and interpretation"
1030916,34707,10030372,"Endovascular repair of nonruptured pseudoaneurysm of iliac artery using ilio-iliac endograft, with radiological supervision and interpretation"
1030917,34708,10030373,"Endovascular repair of ruptured aneurysm of iliac artery using ilio-iliac endograft, with radiological supervision and interpretation"
1030917,34708,10030374,"Endovascular repair of ruptured dissection of iliac artery using ilio-iliac endograft, with radiological supervision and interpretation"
1030917,34708,10030375,"Endovascular repair of ruptured iliac artery using ilio-iliac endograft, with radiological supervision and interpretation"
1030917,34708,10030376,"Endovascular repair of ruptured penetrating ulcer of iliac artery using ilio-iliac endograft, with radiological supervision and interpretation"
1030917,34708,10030377,"Endovascular repair of ruptured pseudoaneurysm of iliac artery using ilio-iliac endograft, with radiological supervision and interpretation"
1030917,34708,10030378,"Endovascular repair of traumatic rupture of iliac artery using ilio-iliac endograft, with radiological supervision and interpretation"
1030918,34709,10030379,"Placement of extension prosthesis for endovascular repair of aneurysm of iliac artery, with radiological supervision and interpretation"
1030918,34709,10030380,"Placement of extension prosthesis for endovascular repair of dissection of iliac artery, with radiological supervision and interpretation"
1030918,34709,10030381,"Placement of extension prosthesis for endovascular repair of iliac artery, with radiological supervision and interpretation"
1030918,34709,10030382,"Placement of extension prosthesis for endovascular repair of infrarenal aorta, with radiological supervision and interpretation"
1030918,34709,10030383,"Placement of extension prosthesis for endovascular repair of of aneurysm of infrarenal aorta, with radiological supervision and interpretation"
1030918,34709,10030384,"Placement of extension prosthesis for endovascular repair of of dissection of infrarenal aorta, with radiological supervision and interpretation"
1030918,34709,10030385,"Placement of extension prosthesis for endovascular repair of of penetrating ulcer of infrarenal aorta, with radiological supervision and interpretation"
1030918,34709,10030386,"Placement of extension prosthesis for endovascular repair of penetrating ulcer of iliac artery, with radiological supervision and interpretation"
1030918,34709,10030387,"Placement of extension prosthesis for endovascular repair of pseudoaneurysm of iliac artery, with radiological supervision and interpretation"
1030918,34709,10030388,"Placement of extension prosthesis for endovascular repair of pseudoaneurysm of infrarenal aorta, with radiological supervision and interpretation"
1030919,34710,10030389,"Delayed placement of initial extension prosthesis for endovascular repair of aneurysm of iliac artery, with radiological supervision and interpretation"
1030919,34710,10030390,"Delayed placement of initial extension prosthesis for endovascular repair of aneurysm of infrarenal aorta, with radiological supervision and interpretation"
1030919,34710,10030391,"Delayed placement of initial extension prosthesis for endovascular repair of dissection of iliac artery, with radiological supervision and interpretation"
1030919,34710,10030392,"Delayed placement of initial extension prosthesis for endovascular repair of dissection of infrarenal aorta, with radiological supervision and interpretation"
1030919,34710,10030393,"Delayed placement of initial extension prosthesis for endovascular repair of endograft migration in iliac artery, with radiological supervision and interpretation"
1030919,34710,10030394,"Delayed placement of initial extension prosthesis for endovascular repair of endograft migration in infrarenal aorta, with radiological supervision and interpretation"
1030919,34710,10030395,"Delayed placement of initial extension prosthesis for endovascular repair of endoleak of iliac artery, with radiological supervision and interpretation"
1030919,34710,10030396,"Delayed placement of initial extension prosthesis for endovascular repair of endoleak of infrarenal aorta, with radiological supervision and interpretation"
1030919,34710,10030397,"Delayed placement of initial extension prosthesis for endovascular repair of iliac artery, with radiological supervision and interpretation"
1030919,34710,10030398,"Delayed placement of initial extension prosthesis for endovascular repair of infrarenal aorta, with radiological supervision and interpretation"
1030919,34710,10030399,"Delayed placement of initial extension prosthesis for endovascular repair of pseudoaneurysm of iliac artery, with radiological supervision and interpretation"
1030919,34710,10030400,"Delayed placement of initial extension prosthesis for endovascular repair of pseudoaneurysm of infrarenal aorta, with radiological supervision and interpretation"
1030920,34711,10030401,"Delayed placement of additional extension prosthesis for endovascular repair of aneurysm of iliac artery, with radiological supervision and interpretation"
1030920,34711,10030402,"Delayed placement of additional extension prosthesis for endovascular repair of aneurysm of infrarenal aorta, with radiological supervision and interpretation"
1030920,34711,10030403,"Delayed placement of additional extension prosthesis for endovascular repair of dissection of iliac artery, with radiological supervision and interpretation"
1030920,34711,10030404,"Delayed placement of additional extension prosthesis for endovascular repair of dissection of infrarenal aorta, with radiological supervision and interpretation"
1030920,34711,10030405,"Delayed placement of additional extension prosthesis for endovascular repair of endograft migration in iliac artery, with radiological supervision and interpretation"
1030920,34711,10030406,"Delayed placement of additional extension prosthesis for endovascular repair of endograft migration in infrarenal aorta, with radiological supervision and interpretation"
1030920,34711,10030407,"Delayed placement of additional extension prosthesis for endovascular repair of endoleak of iliac artery, with radiological supervision and interpretation"
1030920,34711,10030408,"Delayed placement of additional extension prosthesis for endovascular repair of endoleak of infrarenal aorta, with radiological supervision and interpretation"
1030920,34711,10030409,"Delayed placement of additional extension prosthesis for endovascular repair of infrarenal aorta, with radiological supervision and interpretation"
1030920,34711,10030410,"Delayed placement of additional extension prosthesis for endovascular repair of pseudoaneurysm of iliac artery, with radiological supervision and interpretation"
1030920,34711,10030411,"Delayed placement of additional extension prosthesis for endovascular repair of pseudoaneurysm of infrarenal aorta, with radiological supervision and interpretation"
1030921,34712,10030412,Transcatheter delivery of anchor to endograft with radiological supervision and interpretation
1030921,34712,10030413,Transcatheter delivery of enhanced fixation device to endograft with radiological supervision and interpretation
1030921,34712,10030414,Transcatheter delivery of screw to endograft with radiological supervision and interpretation
1030921,34712,10030415,Transcatheter delivery of tack to endograft with radiological supervision and interpretation
1030922,34713,10030416,Unilateral percutaneous access and closure of femoral artery for delivery of endograft through large sheath
1030922,34713,10030417,Unilateral percutaneous access and closure of femoral artery for delivery of endograft through large sheath using ultrasound guidance
1030923,34714,10030418,Unilateral open exposure of femoral artery via groin incision with creation of conduit for delivery of endovascular prosthesis
1030923,34714,10030419,Unilateral open exposure of femoral artery via groin incision with creation of conduit for establishment of cardiopulmonary bypass
1030924,34715,10030420,Unilateral open exposure of axillary artery via infraclavicular incision for delivery of endovascular prosthesis
1030924,34715,10030421,Unilateral open exposure of axillary artery via supraclavicular incision for delivery of endovascular prosthesis
1030924,34715,10030422,Unilateral open exposure of subclavian artery via infraclavicular incision for delivery of endovascular prosthesis
1030924,34715,10030423,Unilateral open exposure of subclavian artery via supraclavicular incision for delivery of endovascular prosthesis
1030925,34716,10030424,Unilateral open exposure of axillary artery via infraclavicular incision with creation of conduit for delivery of endovascular prosthesis
1030925,34716,10030425,Unilateral open exposure of axillary artery via infraclavicular incision with creation of conduit for establishment of cardiopulmonary bypass
1030925,34716,10030426,Unilateral open exposure of axillary artery via supraclavicular incision with creation of conduit for delivery of endovascular prosthesis
1030925,34716,10030427,Unilateral open exposure of axillary artery via supraclavicular incision with creation of conduit for for establishment of cardiopulmonary bypass
1030925,34716,10030428,Unilateral open exposure of subclavian artery via infraclavicular incision with creation of conduit for delivery of endovascular prosthesis
1030925,34716,10030429,Unilateral open exposure of subclavian artery via infraclavicular incision with creation of conduit for establishment of cardiopulmonary bypass
1030925,34716,10030430,Unilateral open exposure of subclavian artery via supraclavicular incision with creation of conduit for delivery of endovascular prosthesis
1030925,34716,10030431,Unilateral open exposure of subclavian artery via supraclavicular incision with creation of conduit for establishment of cardiopulmonary bypass
1035505,34717,10031654,Endovascular repair of iliac artery by deployment of iliac branched endograft at time of aorto-iliac artery endograft placement
1035506,34718,10031655,Endovascular repair of iliac artery by deployment of iliac branched endograft
1006390,34808,10006117,Endovascular placement of iliac artery occlusion device
1006391,34812,10030899,Unilateral open exposure of femoral artery via groin incision for delivery of endovascular prosthesis
1006392,34813,10006119,Placement of femoral-femoral prosthetic graft
1006392,34813,10006120,Placement of femoral-femoral prosthetic graft with endovascular aortic aneurysm repair
1006393,34820,10030900,Unilateral open exposure of iliac artery
1006393,34820,10030901,Unilateral open exposure of iliac artery via abdominal incision
1006393,34820,10030902,Unilateral open exposure of iliac artery via abdominal incision for delivery of endovascular prosthesis
1006393,34820,10030903,Unilateral open exposure of iliac artery via abdominal incision for iliac occlusion during endovascular therapy
1006393,34820,10030904,Unilateral open exposure of iliac artery via retroperitoneal incision for delivery of endovascular prosthesis
1006393,34820,10030905,Unilateral open exposure of iliac artery via retroperitoneal incision for iliac occlusion during endovascular therapy
1006397,34830,10006151,Open repair of infrarenal aortic aneurysm with repair of arterial trauma using tube prosthesis
1006397,34830,10006152,Open repair of infrarenal aortic dissection with repair of arterial trauma using tube prosthesis
1006397,34830,10025458,"Open repair of infrarenal aortic aneurysm with repair of arterial trauma using tube prosthesis, following failed endovascular repair"
1006397,34830,10025459,"Open repair of infrarenal aortic dissection with repair of arterial trauma using tube prosthesis, following failed endovascular repair"
1006398,34831,10006153,Open repair of infrarenal aortic aneurysm with repair of arterial trauma using aorto-bi-iliac prosthesis
1006398,34831,10006154,Open repair of infrarenal aortic dissection with repair of arterial trauma using aorto-bi-iliac prosthesis
1006398,34831,10025460,"Open repair of infrarenal aortic aneurysm with repair of arterial trauma using aorto-bi-iliac prosthesis, following failed endovascular repair"
1006398,34831,10025461,"Open repair of infrarenal aortic dissection with repair of arterial trauma using aorto-bi-iliac prosthesis, following failed endovascular repair"
1006399,34832,10006155,Open repair of infrarenal aortic aneurysm with repair of arterial trauma using aorto-bifemoral prosthesis
1006399,34832,10006156,Open repair of infrarenal aortic dissection with repair of arterial trauma using aorto-bifemoral prosthesis
1006399,34832,10025462,"Open repair of infrarenal aortic aneurysm with repair of arterial trauma using aorto-bifemoral prosthesis, following failed endovascular repair"
1006399,34832,10025463,"Open repair of infrarenal aortic dissection with repair of arterial trauma using aorto-bifemoral prosthesis, following failed endovascular repair"
1006400,34833,10030906,Unilateral open exposure of iliac artery with creation of conduit
1006400,34833,10030907,Unilateral open exposure of iliac artery with creation of conduit for delivery of endovascular prosthesis via abdominal incision
1006400,34833,10030908,Unilateral open exposure of iliac artery with creation of conduit for delivery of endovascular prosthesis via retroperitoneal incision
1006400,34833,10030909,Unilateral open exposure of iliac artery with creation of conduit for establishment of cardiopulmonary bypass via abdominal incision
1006400,34833,10030910,Unilateral open exposure of iliac artery with creation of conduit for establishment of cardiopulmonary bypass via retroperitoneal incision
1006401,34834,10030911,Unilateral open exposure of brachial artery for deployment of aortic endovascular prosthesis via upper extremity incision
1006401,34834,10030912,Unilateral open exposure of brachial artery for deployment of iliac endovascular prosthesis via upper extremity incision
1021625,34839,10025466,Physician planning for fenestrated visceral aortic endograft procedure
1021275,34841,10022995,Endovascular repair of visceral aorta using graft
1021275,34841,10025467,Endovascular repair of visceral aorta using fenestrated visceral aortic endograft and one visceral artery endoprostheses
1021275,34841,10025468,"Endovascular repair of visceral aorta using fenestrated visceral aortic endograft and one visceral artery endoprostheses, including target zone angioplasty"
1021275,34841,10025469,"Endovascular repair of visceral aorta using fenestrated visceral aortic endograft and one visceral artery endoprostheses, including target zone angioplasty, with radiological supervision and interpretation"
1021275,34841,10025470,"Endovascular repair of visceral aorta using fenestrated visceral aortic endograft and one visceral artery endoprostheses, with radiological supervision and interpretation"
1021276,34842,10022996,Endovascular repair of visceral aorta using graft
1021276,34842,10025471,Endovascular repair of visceral aorta using fenestrated visceral aortic endograft and two visceral artery endoprostheses
1021276,34842,10025472,"Endovascular repair of visceral aorta using fenestrated visceral aortic endograft and two visceral artery endoprostheses, including target zone angioplasty"
1021276,34842,10025473,"Endovascular repair of visceral aorta using fenestrated visceral aortic endograft and two visceral artery endoprostheses, including target zone angioplasty, with radiological supervision and interpretation"
1021276,34842,10025474,"Endovascular repair of visceral aorta using fenestrated visceral aortic endograft and two visceral artery endoprostheses, with radiological supervision and interpretation"
1021277,34843,10022997,Endovascular repair of visceral aorta using graft
1021277,34843,10025475,Endovascular repair of visceral aorta using fenestrated visceral aortic endograft and three visceral artery endoprostheses
1021277,34843,10025476,"Endovascular repair of visceral aorta using fenestrated visceral aortic endograft and three visceral artery endoprostheses, including target zone angioplasty"
1021277,34843,10025477,"Endovascular repair of visceral aorta using fenestrated visceral aortic endograft and three visceral artery endoprostheses, including target zone angioplasty, with radiological supervision and interpretation"
1021277,34843,10025478,"Endovascular repair of visceral aorta using fenestrated visceral aortic endograft and three visceral artery endoprostheses, with radiological supervision and interpretation"
1021278,34844,10022998,Endovascular repair of visceral aorta using graft
1021278,34844,10025479,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, unibody infrarenal aortic endograft, and one visceral artery endoprosthesis, including target zone angioplasty"
1021278,34844,10025480,Endovascular repair of visceral aorta using fenestrated visceral aortic endograft and at least four visceral artery endoprostheses
1021278,34844,10025481,"Endovascular repair of visceral aorta using fenestrated visceral aortic endograft and at least four visceral artery endoprostheses, including target zone angioplasty"
1021278,34844,10025482,"Endovascular repair of visceral aorta using fenestrated visceral aortic endograft and at least four visceral artery endoprostheses, with radiological supervision and interpretation"
1021279,34845,10025483,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, modular infrarenal aortic endograft, and one visceral artery endoprostheses"
1021279,34845,10025484,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, modular infrarenal aortic endograft, and one visceral artery endoprosthesis, including target zone angioplasty"
1021279,34845,10025485,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, modular infrarenal aortic endograft, and one visceral artery endoprosthesis, including target zone angioplasty, with radiological supervision and interpretation"
1021279,34845,10025486,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, modular infrarenal aortic endograft, and one visceral artery endoprosthesis, with radiological supervision and interpretation"
1021279,34845,10025487,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, unibody infrarenal aortic endograft, and one visceral artery endoprostheses"
1021279,34845,10025488,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, unibody infrarenal aortic endograft, and one visceral artery endoprosthesis, including target zone angioplasty"
1021279,34845,10025489,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, unibody infrarenal aortic endograft, and one visceral artery endoprosthesis, including target zone angioplasty, with radiological supervision and interpretation"
1021279,34845,10025490,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, unibody infrarenal aortic endograft, and one visceral artery endoprosthesis, with radiological supervision and interpretation"
1021279,34845,10025491,Endovascular repair of visceral aorta and infrarenal abdominal aorta using grafts
1021280,34846,10025492,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft and unibody infrarenal aortic endograft, and two visceral artery endoprostheses"
1021280,34846,10025493,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft and unibody infrarenal aortic endograft, and two visceral artery endoprostheses, including target zone angioplasty"
1021280,34846,10025494,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, modular infrarenal aortic endograft, and two visceral artery endoprostheses"
1021280,34846,10025495,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, modular infrarenal aortic endograft, and two visceral artery endoprostheses, including target zone angioplasty"
1021280,34846,10025496,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, modular infrarenal aortic endograft, and two visceral artery endoprostheses, including target zone angioplasty, with radiological supervision and interpretation"
1021280,34846,10025497,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, modular infrarenal aortic endograft, and two visceral artery endoprostheses, with radiological supervision and interpretation"
1021280,34846,10025498,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, unibody infrarenal aortic endograft, and two visceral artery endoprostheses, including target zone angioplasty, with radiological supervision and interpretation"
1021280,34846,10025499,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, unibody infrarenal aortic endograft, and two visceral artery endoprostheses, with radiological supervision and interpretation"
1021280,34846,10025500,Endovascular repair of visceral aorta and infrarenal abdominal aorta using grafts
1021281,34847,10025501,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, modular infrarenal aortic endograft, and three visceral artery endoprostheses"
1021281,34847,10025502,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, modular infrarenal aortic endograft, and three visceral artery endoprostheses, including target zone angioplasty, with associated radiological supervision and interpretation"
1021281,34847,10025503,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, modular infrarenal aortic endograft, and three visceral artery endoprostheses, with associated radiological supervision and interpretation"
1021281,34847,10025504,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, unibody infrarenal aortic endograft, and three visceral artery endoprostheses"
1021281,34847,10025505,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, unibody infrarenal aortic endograft, and three visceral artery endoprostheses, including target zone angioplasty, with associated radiological supervision and interpretation"
1021281,34847,10025506,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, unibody infrarenal aortic endograft, and three visceral artery endoprostheses, with associated radiological supervision and interpretation"
1021281,34847,10025507,Endovascular repair of visceral aorta and infrarenal abdominal aorta using grafts
1021282,34848,10025508,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, modular infrarenal aortic endograft, and at least four visceral artery endoprostheses"
1021282,34848,10025509,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, modular infrarenal aortic endograft, and at least four visceral artery endoprostheses, including target zone angioplasty, with associated radiological supervision and interpretation"
1021282,34848,10025510,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, modular infrarenal aortic endograft, and at least four visceral artery endoprostheses, with associated radiological supervision and interpretation"
1021282,34848,10025511,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, unibody infrarenal aortic endograft, and at least four visceral artery endoprostheses"
1021282,34848,10025512,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, unibody infrarenal aortic endograft, and at least four visceral artery endoprostheses, including target zone angioplasty, with associated radiological supervision and interpretation"
1021282,34848,10025513,"Endovascular repair of visceral aorta and infrarenal abdominal aorta using fenestrated visceral aortic endograft, unibody infrarenal aortic endograft, and at least four visceral artery endoprostheses, with associated radiological supervision and interpretation"
1021282,34848,10025514,Endovascular repair of visceral aorta and infrarenal abdominal using grafts
1006406,35001,10025519,Direct repair of carotid artery aneurysm via neck incision
1006406,35001,10025520,Direct repair of subclavian artery aneurysm via neck incision
1006406,35001,10025521,"Excision of carotid artery aneurysm and anastomosis of artery, via neck incision"
1006406,35001,10025522,"Excision of carotid artery aneurysm and repair of artery using graft, via neck incision"
1006406,35001,10025523,"Excision of carotid artery aneurysm and repair of artery using patch graft, via neck incision"
1006406,35001,10025524,"Excision of carotid artery occlusion and repair of artery using graft, via neck incision"
1006406,35001,10025525,"Excision of carotid artery occlusion and repair of artery using patch graft, via neck incision"
1006406,35001,10025526,"Excision of subclavian artery aneurysm and anastomosis of artery, via neck incision"
1006406,35001,10025527,"Excision of subclavian artery aneurysm and repair of artery using graft, via neck incision"
1006406,35001,10025528,"Excision of subclavian artery aneurysm and repair of artery using patch graft, via neck incision"
1006406,35001,10025529,"Excision of subclavian artery occlusion and anastomosis of artery, via neck incision"
1006406,35001,10025530,"Repair of carotid artery aneurysm with bypass graft, via neck incision"
1006406,35001,10025531,"Repair of carotid artery occlusion with bypass graft, via neck incision"
1006406,35001,10025532,"Repair of subclavian artery aneurysm with bypass graft, via neck incision"
1006407,35002,10025533,Direct repair of ruptured carotid artery aneurysm via neck incision
1006407,35002,10025534,Direct repair of ruptured subclavian artery aneurysm via neck incision
1006407,35002,10025535,"Excision of ruptured carotid artery aneurysm and anastomosis of artery, via neck incision"
1006407,35002,10025536,"Excision of ruptured carotid artery aneurysm and repair of artery using graft, via neck incision"
1006407,35002,10025537,"Excision of ruptured carotid artery aneurysm and repair of artery using patch graft, via neck incision"
1006407,35002,10025538,"Excision of ruptured subclavian artery aneurysm and anastomosis of artery, via neck incision"
1006407,35002,10025539,"Excision of ruptured subclavian artery aneurysm and repair of artery using graft, via neck incision"
1006407,35002,10025540,"Excision of ruptured subclavian artery aneurysm and repair of artery using patch graft, via neck incision"
1006407,35002,10025541,"Repair of ruptured carotid artery aneurysm with bypass graft, via neck incision"
1006407,35002,10025542,"Repair of ruptured subclavian artery aneurysm with bypass graft, via neck incision"
1006408,35005,10025543,Direct repair of vertebral artery aneurysm via neck incision
1006408,35005,10025544,Direct repair of vertebral artery pseudoaneurysm via neck incision
1006408,35005,10025545,"Excision of vertebral artery aneurysm and anastomosis of artery, via neck incision"
1006408,35005,10025546,"Excision of vertebral artery aneurysm and repair of artery using graft, via neck incision"
1006408,35005,10025547,"Excision of vertebral artery aneurysm and repair of artery using patch graft, via neck incision"
1006408,35005,10025548,"Excision of vertebral artery occlusion and anastomosis of artery, via neck incision"
1006408,35005,10025549,"Excision of vertebral artery pseudoaneurysm and anastomosis of artery, via neck incision"
1006408,35005,10025550,"Excision of vertebral artery pseudoaneurysm and repair of artery using graft, via neck incision"
1006408,35005,10025551,"Repair of vertebral artery pseudoaneurysm and repair of artery with bypass graft, via neck incision"
1006409,35011,10025552,"Direct repair of axillary artery aneurysm, by upper extremity incision"
1006409,35011,10025553,"Direct repair of axillary artery pseudoaneurysm, by upper extremity incision"
1006409,35011,10025554,"Direct repair of brachial artery aneurysm, by upper extremity incision"
1006409,35011,10025555,"Direct repair of brachial artery pseudoaneurysm, by upper extremity incision"
1006409,35011,10025556,"Excision of axillary artery aneurysm and anastomosis of artery, by upper extremity incision"
1006409,35011,10025557,"Excision of axillary artery aneurysm and repair of artery using graft, by upper extremity incision"
1006409,35011,10025558,"Excision of axillary artery aneurysm and repair of artery using patch graft, by upper extremity incision"
1006409,35011,10025559,"Excision of axillary artery pseudoaneurysm and anastomosis of artery, by upper extremity incision"
1006409,35011,10025560,"Excision of axillary artery pseudoaneurysm and repair of artery using graft, by upper extremity incision"
1006409,35011,10025561,"Excision of axillary artery pseudoaneurysm and repair of artery using patch graft, by upper extremity incision"
1006409,35011,10025562,"Excision of brachial artery aneurysm and anastomosis of artery, by upper extremity incision"
1006409,35011,10025563,"Excision of brachial artery aneurysm and repair of artery using graft, by upper extremity incision"
1006409,35011,10025564,"Excision of brachial artery aneurysm and repair of artery using patch graft, by upper extremity incision"
1006409,35011,10025565,"Excision of brachial artery pseudoaneurysm and anastomosis of artery, by upper extremity incision"
1006409,35011,10025566,"Excision of brachial artery pseudoaneurysm and repair of artery using graft, by upper extremity incision"
1006409,35011,10025567,"Excision of brachial artery pseudoaneurysm and repair of artery using patch graft, by upper extremity incision"
1006409,35011,10025568,"Repair of axillary artery aneurysm and repair of artery with bypass graft, by upper extremity incision"
1006409,35011,10025569,"Repair of axillary artery pseudoaneurysm and repair of artery with bypass graft, by upper extremity incision"
1006409,35011,10025570,"Repair of brachial artery aneurysm and repair of artery with bypass graft, by upper extremity incision"
1006409,35011,10025571,"Repair of brachial artery pseudoaneurysm and repair of artery with bypass graft, by upper extremity incision"
1006410,35013,10025572,"Direct repair of ruptured axillary artery aneurysm, by upper extremity incision"
1006410,35013,10025573,"Direct repair of ruptured brachial artery aneurysm, by upper extremity incision"
1006410,35013,10025574,"Excision of ruptured axillary artery aneurysm and anastomosis of artery, by upper extremity incision"
1006410,35013,10025575,"Excision of ruptured axillary artery aneurysm and repair of artery using graft, by upper extremity incision"
1006410,35013,10025576,"Excision of ruptured axillary artery aneurysm and repair of artery using patch graft, by upper extremity incision"
1006410,35013,10025577,"Excision of ruptured brachial artery aneurysm and anastomosis of artery, by upper extremity incision"
1006410,35013,10025578,"Excision of ruptured brachial artery aneurysm and repair of artery using graft, by upper extremity incision"
1006410,35013,10025579,"Excision of ruptured brachial artery aneurysm and repair of artery using patch graft, by upper extremity incision"
1006410,35013,10025580,"Repair of ruptured axillary artery aneurysm and repair of artery with bypass graft, by upper extremity incision"
1006410,35013,10025581,"Repair of ruptured brachial artery aneurysm and repair of artery with bypass graft, by arm incision"
1006411,35021,10025582,"Excision of innominate artery aneurysm and repair using graft, by thoracic incision"
1006411,35021,10025583,"Excision of innominate artery aneurysm and repair using patch graft, by thoracic incision"
1006411,35021,10025584,"Excision of innominate artery pseudoaneurysm and repair using graft, by thoracic incision"
1006411,35021,10025585,"Excision of innominate artery pseudoaneurysm and repair using patch graft, by thoracic incision"
1006411,35021,10025586,"Excision of subclavian artery aneurysm and repair using patch graft, by thoracic incision"
1006411,35021,10025587,"Excision of subclavian artery pseudoaneurysm and repair using patch graft, by thoracic incision"
1006412,35022,10025588,"Excision of ruptured innominate artery aneurysm and repair using graft, by thoracic incision"
1006412,35022,10025589,"Excision of ruptured innominate artery aneurysm and repair using patch graft, by thoracic incision"
1006412,35022,10025590,"Excision of ruptured subclavian artery aneurysm and repair using graft, by thoracic incision"
1006412,35022,10025591,"Excision of ruptured subclavian artery aneurysm and repair using patch graft, by thoracic incision"
1006413,35045,10025592,Direct repair of radial artery aneurysm
1006413,35045,10025593,Direct repair of radial artery pseudoaneurysm
1006413,35045,10025594,Direct repair of ulnar artery aneurysm
1006413,35045,10025595,Direct repair of ulnar artery pseudoaneurysm
1006413,35045,10025596,Excision of radial artery aneurysm and anastomosis of artery
1006413,35045,10025597,Excision of radial artery aneurysm and repair of artery using graft
1006413,35045,10025598,Excision of radial artery aneurysm and repair of artery using patch graft
1006413,35045,10025599,Excision of radial artery pseudoaneurysm and anastomosis of artery
1006413,35045,10025600,Excision of radial artery pseudoaneurysm and repair of artery using graft
1006413,35045,10025601,Excision of radial artery pseudoaneurysm and repair of artery using patch graft
1006413,35045,10025602,Excision of ulnar artery aneurysm and anastomosis of artery
1006413,35045,10025603,Excision of ulnar artery aneurysm and repair of artery using graft
1006413,35045,10025604,Excision of ulnar artery aneurysm and repair of artery using patch graft
1006413,35045,10025605,Excision of ulnar artery pseudoaneurysm and anastomosis of artery
1006413,35045,10025606,Excision of ulnar artery pseudoaneurysm and repair of artery using graft
1006413,35045,10025607,Excision of ulnar artery pseudoaneurysm and repair of artery using patch graft
1006413,35045,10025608,Repair of radial artery aneurysm with bypass graft
1006413,35045,10025609,Repair of radial artery pseudoaneurysm with bypass graft
1006413,35045,10025610,Repair of ulnar artery aneurysm with bypass graft
1006413,35045,10025611,Repair of ulnar artery pseudoaneurysm with bypass graft
1006414,35081,10025612,Repair of abdominal aortic aneurysm using graft
1006414,35081,10025613,Repair of abdominal aortic pseudoaneurysm using graft
1006415,35082,10025614,Repair of ruptured abdominal aortic aneurysm using graft
1006416,35091,10025615,Repair of abdominal aortic aneurysm using graft
1006416,35091,10025616,"Repair of abdominal aortic aneurysm using graft, with anastomosis of celiac arteries to graft"
1006416,35091,10025617,"Repair of abdominal aortic aneurysm using graft, with anastomosis of mesenteric arteries to graft"
1006416,35091,10025618,"Repair of abdominal aortic aneurysm using graft, with anastomosis of renal arteries to graft"
1006416,35091,10025619,"Repair of abdominal aortic aneurysm using graft, with anastomosis of visceral artery to graft"
1006416,35091,10025620,"Repair of abdominal aortic pseudoaneurysm using graft, with anastomosis of celiac artery to graft"
1006416,35091,10025621,"Repair of abdominal aortic pseudoaneurysm using graft, with anastomosis of mesenteric and renal arteries to graft"
